id,kaz_text,kaz_url,kaz_domain,kaz_topic,kaz_has_image,kaz_has_hyperlink,kaz_split,rus_text,rus_url,rus_domain,rus_topic,rus_has_image,rus_has_hyperlink,rus_split,eng_text,eng_url,eng_domain,eng_topic,eng_has_image,eng_has_hyperlink,eng_split,cmn_text,cmn_url,cmn_domain,cmn_topic,cmn_has_image,cmn_has_hyperlink,cmn_split
868,"Алғашқы күндеріңізде жергілікті контингентке бейімделу үшін, батыс стиліндегі және сапалы қонақ үйлерде болыңыз, жақсы тамақтаныңыз және сапалы қызметтерді пайдаланыңыз.",https://en.wikivoyage.org/wiki/Travel_in_developing_countries,wikivoyage,"travel, safety",no,no,dev,"Особенно в первые дни рассмотрите возможность потратиться на хорошие отели в западном стиле, а также на еду и услуги высокого качества, чтобы вам было легче акклиматизироваться.",https://en.wikivoyage.org/wiki/Travel_in_developing_countries,wikivoyage,"travel, safety",no,no,dev,"Especially in your initial days, consider splurging on Western-style and -quality hotels, food, and services to help acclimatize.",https://en.wikivoyage.org/wiki/Travel_in_developing_countries,wikivoyage,"travel, safety",no,no,dev,尤其是在刚开始的日子里，您可以考虑在西式和高质量的酒店、食物和服务上多花些钱，来帮助您适应环境。,https://en.wikivoyage.org/wiki/Travel_in_developing_countries,wikivoyage,"travel, safety",no,no,dev
869,"Жергілікті фаунамен таныс болмасаңыз, жерде төселген матраста немесе төсемде жатпаңыз.",https://en.wikivoyage.org/wiki/Travel_in_developing_countries,wikivoyage,"travel, safety",no,yes,dev,"Вам не следует спать на матраце или подстилке, которые размещаются прямо на земле, в местах, где вам не известна местная фауна.",https://en.wikivoyage.org/wiki/Travel_in_developing_countries,wikivoyage,"travel, safety",no,yes,dev,Do not sleep on a mattress or pad on the ground in areas where you do not know the local fauna.,https://en.wikivoyage.org/wiki/Travel_in_developing_countries,wikivoyage,"travel, safety",no,yes,dev,在不了解当地动物群的地区，切勿睡在地上的床垫或垫子上。,https://en.wikivoyage.org/wiki/Travel_in_developing_countries,wikivoyage,"travel, safety",no,yes,dev
870,"Кемпингке барайын деп жатсаңыз, жыландардан, сарышаяндардан және сол сияқтылардан аулақ болу үшін жазылмалы кереуетті немесе гамакты әкеліңіз.",https://en.wikivoyage.org/wiki/Travel_in_developing_countries,wikivoyage,"travel, safety",no,yes,dev,"Если вы собираетесь разбить лагерь, возьмите с собой раскладушку или гамак, чтобы до вас не добрались змеи, скорпионы и прочие.",https://en.wikivoyage.org/wiki/Travel_in_developing_countries,wikivoyage,"travel, safety",no,yes,dev,"If you are going to camp out, bring a camp cot or hammock to keep you away from snakes, scorpions and such.",https://en.wikivoyage.org/wiki/Travel_in_developing_countries,wikivoyage,"travel, safety",no,yes,dev,如果要去野营，请带上露营床或吊床，以免蛇和蝎子之类的危害。,https://en.wikivoyage.org/wiki/Travel_in_developing_countries,wikivoyage,"travel, safety",no,yes,dev
871,Таңда үйіңізді қанық кофемен және түнде біраз босаңсытатын раушан шайымен толтырыңыз.,https://en.wikivoyage.org/wiki/Staycation,wikivoyage,"travel, food",no,yes,dev,Наполните ваш дом утренним насыщенным кофе и вечерним расслабляющим ромашковым чаем.,https://en.wikivoyage.org/wiki/Staycation,wikivoyage,"travel, food",no,yes,dev,Fill your home with a rich coffee in the morning and some relaxing chamomile tea at night.,https://en.wikivoyage.org/wiki/Staycation,wikivoyage,"travel, food",no,yes,dev,清晨在家享受香浓咖啡，夜晚则泡上令人放松的甘菊茶。,https://en.wikivoyage.org/wiki/Staycation,wikivoyage,"travel, food",no,yes,dev
872,"Демалысты үйде өткізгенде, өзіңізді күтуге және ерекше бірдеңені әзірлеуге біраз қосымша минут бөлуге уақытыңыз болады.",https://en.wikivoyage.org/wiki/Staycation,wikivoyage,"travel, food",no,yes,dev,"Когда вы проводите отпуск дома, у вас есть время, чтобы побаловать себя и уделить несколько дополнительных минут, чтобы приготовить нечто особенное.",https://en.wikivoyage.org/wiki/Staycation,wikivoyage,"travel, food",no,yes,dev,"When you're on a staycation, you have the time to treat yourself and take a few extra minutes to brew up something special.",https://en.wikivoyage.org/wiki/Staycation,wikivoyage,"travel, food",no,yes,dev,宅在家里度假，手头上时间多了，可以稍微多花点时间泡一杯特别的饮品，犒劳犒劳自己。,https://en.wikivoyage.org/wiki/Staycation,wikivoyage,"travel, food",no,yes,dev
873,"Бұдан батылдау болсаңыз, біраз смузилер жасаңыз немесе араластырыңыз:",https://en.wikivoyage.org/wiki/Staycation,wikivoyage,"travel, food",no,yes,dev,"Если вы чувствуете себя более отважным, воспользуйтесь возможностью выжать сок или смешать несколько фруктовых напитков:",https://en.wikivoyage.org/wiki/Staycation,wikivoyage,"travel, food",no,yes,dev,"If you're feeling more adventurous, take the opportunity to juice or blend up some smoothies:",https://en.wikivoyage.org/wiki/Staycation,wikivoyage,"travel, food",no,yes,dev,如果你想更新奇一点，可以利用这个机会榨些果汁或制作混合奶昔：,https://en.wikivoyage.org/wiki/Staycation,wikivoyage,"travel, food",no,yes,dev
874,Күнделікті режимге оралған кезде таңғы аста ішетін қарапайым сусынды табуыңыз мүмкін.,https://en.wikivoyage.org/wiki/Staycation,wikivoyage,"travel, food",no,yes,dev,"Может быть, вы откроете для себя простой напиток, который можно приготовить на завтрак, когда вернётесь к своему обычному распорядку дня.",https://en.wikivoyage.org/wiki/Staycation,wikivoyage,"travel, food",no,yes,dev,maybe you'll discover a simple beverage that you can make for breakfast when you're back to your daily routine.,https://en.wikivoyage.org/wiki/Staycation,wikivoyage,"travel, food",no,yes,dev,也许你会发现一种在回归到规律的日常生活时，可以在早餐时制作的简单饮料。,https://en.wikivoyage.org/wiki/Staycation,wikivoyage,"travel, food",no,yes,dev
875,"Сіз ішу мәдениеті әртүрлі қалада тұрсаңыз, өзіңіз жиі бармайтын төңіректегі барларға немесе пабтарға барыңыз.",https://en.wikivoyage.org/wiki/Staycation,wikivoyage,"travel, food",no,yes,dev,"Если вы живёте в городе с разнообразной питейной культурой, сходите в бары или пабы местных районов, в которых вы редко бываете.",https://en.wikivoyage.org/wiki/Staycation,wikivoyage,"travel, food",no,yes,dev,"If you live in a city with a varied drinking culture, go to bars or pubs in neighborhoods you don't frequent.",https://en.wikivoyage.org/wiki/Staycation,wikivoyage,"travel, food",no,yes,dev,如果你生活的城市有多种饮酒文化，那就去那些你不常去的街区的酒吧或酒馆。,https://en.wikivoyage.org/wiki/Staycation,wikivoyage,"travel, food",no,yes,dev
876,Медициналық жаргонмен таныс еместер үшін жұқпалы және контагиоздық сөздерінің мағыналары әртүрлі болады.,https://en.wikivoyage.org/wiki/Infectious_diseases,wikivoyage,"travel, health",no,no,dev,"Для тех, кто не знает медицинской терминологии: слова ""инфекционный"" и ""заразный"" имеют разное значение.",https://en.wikivoyage.org/wiki/Infectious_diseases,wikivoyage,"travel, health",no,no,dev,"For those unfamiliar with medical jargon, the words infectious and contagious have distinct meanings.",https://en.wikivoyage.org/wiki/Infectious_diseases,wikivoyage,"travel, health",no,no,dev,对于那些不熟悉医学术语的人来说，”传染性”和“触染性”这两个词的含义截然不同。,https://en.wikivoyage.org/wiki/Infectious_diseases,wikivoyage,"travel, health",no,no,dev
877,"Жұқпалы ауру - бұл патоген тудыратын ауру, мысалы вирус, бактерия, саңырауқұлақ немесе басқа паразиттер болып табылады.",https://en.wikivoyage.org/wiki/Infectious_diseases,wikivoyage,"travel, health",no,no,dev,"Инфекционное заболевание – это болезнь, вызванная проникновением в организм патогенных микроорганизмов, таких как вирусы, бактерии, грибки или иные паразиты.",https://en.wikivoyage.org/wiki/Infectious_diseases,wikivoyage,"travel, health",no,no,dev,"An infectious disease is one that is caused by a pathogen, such as a virus, bacterium, fungus or other parasites.",https://en.wikivoyage.org/wiki/Infectious_diseases,wikivoyage,"travel, health",no,no,dev,传染病是由包括病毒、细菌、真菌和其他寄生物在内的病原体引起的疾病。,https://en.wikivoyage.org/wiki/Infectious_diseases,wikivoyage,"travel, health",no,no,dev
